property_id,neighborhood,neighborhood_ar,property_type,annual_rent_sar,area_sqm,bedrooms,bathrooms,furnishing,status,title_text,created_at,source_url,collection_date
A0129,Ar Rimal,الرمال,Apartments,73000,142.0,3,3,Partially furnished,Rented out,Furnished 3 Bedrooms Apartment in Al Rimal,2025-05-22T12:12:08.745Z,https://apiv2.satel.sa/property/filter,2026-09-11
C0021,As Sahafah,الصحافة,Duplex,220000,191.0,3,3,Fully furnished,Rented out,"Duplex | 19th Floor, Al Sahafah",2025-06-30T07:31:48.752Z,https://apiv2.satel.sa/property/filter,2026-09-11
C0024,Al Malaz,الملز,Floor,100000,312.0,3,3,Unfurnished,Rented out,New Floor in Al Malaz,2025-07-02T10:11:38.131Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0172,Al Wurud,الورود,Apartments,95000,137.0,2,2,Unfurnished,Rented out,Furnished & Unfurnished Apartments in Al Wurud,2025-09-11T14:32:55.273Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0143,Al Malaz,حي الملز,Apartments,72000,130.0,3,3,Partially furnished,Rented out,3 Bedrooms Apartment in Al Malaz ,2025-06-25T13:01:16.398Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0152,Al Olaya,حي العليا,Apartments,73000,120.0,2,2,Unfurnished,Rented out,2 Bedrooms Apartment in Al Olaya,2025-07-14T10:38:51.203Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0126,Al Murabba,المربع,Apartments,90000,101.0,2,3,Unfurnished,Rented out,2 Master Bedrooms in Al Murabaa,2025-05-19T06:30:09.519Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0124,Alyasmin,الياسمين,Apartments,85000,129.0,3,3,Unfurnished,Rented out,3 Bedrooms Apartment in Al Yasmin,2025-05-18T14:53:14.501Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0117,Al Aqiq,,Apartments,145000,145.0,3,3,Fully furnished,Rented out,Furnished 3 Bedrooms Apartment in Al Aqiq — New,2025-05-05T14:39:20.911Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0116,An Nakheel,النخيل,Apartments,155000,130.0,3,4,Unfurnished,Rented out,3 Master Bedrooms Apartment — 15th Floor | Al Nakheel,2025-05-05T08:30:18.642Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0113,Al Mohammadiyyah,,Apartments,150000,124.0,2,3,Fully furnished,Rented out,2 Bedrooms Apartment in Al Mohammadiyyah,2025-04-30T08:29:42.072Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0173,Al Olaya,حي العليا,Apartments,90000,120.0,2,2,Fully furnished,Rented out,"2 Beds | Live, Work & Train — Al Olaya",2025-09-17T09:05:59.593Z,https://apiv2.satel.sa/property/filter,2026-09-11
V0029,Al Aarid,حي العارض,Villas,145000,360.0,4,6,Unfurnished,Rented out,Villa in Al Arid,2025-04-16T09:18:21.202Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0101,Al Malqa,حي الملقا,Apartments,90000,128.0,3,3,Fully furnished,Rented out,Furnished 3 Beds Apartment in Al Malqa,2025-04-13T15:56:41.040Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0100,Aarid,حي العارض,Apartments,90000,102.0,2,3,Unfurnished,Rented out,2 Master Bedrooms Apartment — Al Arid,2025-04-13T15:14:06.655Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0098,As Sulimaniyah,السليمانية,Apartments,160000,104.0,3,3,Fully furnished,Rented out,3 Bedrooms Apartment in Al Sulimaniyah,2025-04-12T10:56:31.612Z,https://apiv2.satel.sa/property/filter,2026-09-11
C0019,Al Wurud,الورود,Studio,75000,77.0,1,1,Fully furnished,Available,New Studio for Rent — Al Wurud,2025-04-08T10:13:43.931Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0095,Qurtubah,قرطبة,Apartments,80000,151.0,3,4,Unfurnished,Rented out,3 Master Bedrooms Apartment — Qurtubah,2025-04-07T14:40:02.661Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0091,An Nakheel,النخيل,Apartments,170000,121.0,2,3,Unfurnished,Rented out,2 Bedrooms Apartment in Al Nakheel,2025-04-03T13:04:45.399Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0087,An Narjis,النرجس,Apartments,70000,147.0,3,3,Unfurnished,Rented out,3 Bedrooms Apartment in Al Narjis,2025-03-26T10:47:52.617Z,https://apiv2.satel.sa/property/filter,2026-09-11
V0028,Ar Rabwah,الربوة,Villas,230000,350.0,4,7,Unfurnished,Rented out,Villa in Al Rabwah,2025-02-19T12:21:17.865Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0081,Al Malqa,حي الملقا,Apartments,110000,139.0,3,4,Fully furnished,Rented out,Furnished 3 Beds Apartment in Al Malqa,2025-02-19T08:55:34.993Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0077,Hittin,حطين,Apartments,75000,130.0,3,4,Unfurnished,Rented out,3 Bedrooms Apartment in Hittin,2025-02-12T13:40:22.816Z,https://apiv2.satel.sa/property/filter,2026-09-11
C0016,At Taawun,التعاون,Floor,80000,135.0,3,3,Unfurnished,Rented out,New Floor in Al Taawun,2025-02-12T12:49:11.154Z,https://apiv2.satel.sa/property/filter,2026-09-11
C0015,At Taawun,التعاون,Floor,90000,140.0,3,3,Unfurnished,Rented out,GF in Al Taawun — New,2025-02-12T10:19:49.863Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0072,As Sulimaniyah,العليا,Apartments,120000,130.0,3,3,Unfurnished,Rented out,3 Bedrooms Apartment in Al Sulimaniyah,2025-02-06T09:10:20.854Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0069,Al Olaya,حي العليا,Apartments,70000,120.0,3,2,Unfurnished,Rented out,Furnished 2 Beds Apartment in Al Olaya,2025-02-04T09:24:24.660Z,https://apiv2.satel.sa/property/filter,2026-09-11
C0009,Al Mohammadiyyah,,Apartments,160000,120.0,2,3,Fully furnished,Rented out,2 Beds Apartment in Al Mohammadiyyah,2025-01-09T13:54:41.040Z,https://apiv2.satel.sa/property/filter,2026-09-11
V0024,An Narjis,النرجس,Villas,120000,205.0,3,5,Fully furnished,Rented out, Villa in Al Narjis,2025-01-07T08:01:44.325Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0075,An Nakheel,حي النخيل,Apartments,125000,169.0,3,3,Unfurnished,Rented out,3 Beds Apartment in Al Nakheel,2024-12-24T09:40:22.547Z,https://apiv2.satel.sa/property/filter,2026-09-11
C0006,As Sulimaniyah,السليمانية,Duplex,149999,148.0,3,2,Fully furnished,Rented out,Elevate Your Lifestyle – New Duplexes with Gym in Al Sulimaniyah,2024-12-24T07:45:19.452Z,https://apiv2.satel.sa/property/filter,2026-09-11
C0004,As Sulimaniyah,السليمانية,Duplex,110000,148.0,3,3,Unfurnished,Rented out,Satel Duplexes – Al Sulaymaniyah,2024-12-24T07:37:51.641Z,https://apiv2.satel.sa/property/filter,2026-09-11
V0022,Al Olaya,العليا,Villas,220000,195.0,4,3,Unfurnished,Rented out,Villa in Al Olaya,2024-12-19T16:21:44.082Z,https://apiv2.satel.sa/property/filter,2026-09-11
V0021,Al Olaya,العليا,Villas,200000,190.0,4,3,Unfurnished,Rented out,Villa in Al Olaya,2024-12-19T16:19:44.733Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0059,An Nafal,,Apartments,175000,140.0,2,3,Fully furnished,Rented out,Villa with 3 Beds in Al Nafal,2024-12-19T16:12:17.176Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0056,Qurtubah,قرطبة,Apartments,90000,125.0,4,3,Fully furnished,Rented out,New 4 Beds Apartment in Qurtubah,2024-12-19T15:36:20.952Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0055,Al Qirawan,القيروان,Floor,85000,135.0,2,2,Unfurnished,Rented out,Floor in Al Qirawan,2024-12-19T15:22:17.100Z,https://apiv2.satel.sa/property/filter,2026-09-11
V0017,Al Muruj,حي المروج,Villas,270000,312.0,5,9,Unfurnished,Rented out,Villa in Al Muruj,2024-12-19T14:38:02.942Z,https://apiv2.satel.sa/property/filter,2026-09-11
V0014,Al Malaz,الملز,Villas,190000,320.0,4,4,Unfurnished,Rented out,Villa in Al Malaz,2024-12-19T12:44:00.167Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0047,Al Olaya,العليا,Apartments,65000,100.0,2,3,Unfurnished,Rented out,2 Bedrooms Apartment in Al Olaya,2024-12-19T12:22:06.741Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0046,حي الملقا,حي الملقا,Apartments,125000,137.0,3,4,Unfurnished,Rented out,3 Bedrooms Apartment in Al Malqa,2024-12-19T11:52:15.745Z,https://apiv2.satel.sa/property/filter,2026-09-11
V0009,Al Olaya,العليا,Villas,250000,300.0,4,6,Unfurnished,Rented out,Villa in Al Olaya,2024-12-19T09:40:25.125Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0038,Al Mathar Ash Shamali,,Apartments,105000,137.0,3,3,Partially furnished,Rented out,3 Bedrooms Apartment in Al Mathar Al Shamali,2024-12-19T07:05:54.909Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0039,Al Mathar Ash Shamali,أم الحمام الشرقي,Apartments,90000,134.0,3,3,Unfurnished,Rented out,3 Bedrooms Apartment in Al Mathar Al Shamali,2024-12-19T06:46:33.754Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0040,Hittin,حطين,Apartments,90000,115.0,3,3,Fully furnished,Rented out,3 Bedrooms Apartment in Hittin,2024-12-19T06:32:35.604Z,https://apiv2.satel.sa/property/filter,2026-09-11
V0004,Sedra,سدرة,Villas,90000,300.0,3,4,Unfurnished,Rented out,Villa in Sedra,2024-11-11T11:06:24.129Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0020,An Nakheel,النخيل,Apartments,125000,135.0,3,4,Unfurnished,Rented out,Sun-Filled 3 Beds Apartment in Al Nakheel,2024-11-11T09:21:55.530Z,https://apiv2.satel.sa/property/filter,2026-09-11
A0029,Al Wurud,الورود,Apartments,90000,80.0,1,1,Fully furnished,Rented out,Furnished & Unfurnished Apartments in Al Wurud,2024-11-11T08:23:22.300Z,https://apiv2.satel.sa/property/filter,2026-09-11
C0083,Al Olaya,العليا,Apartments,70000,80.0,2,2,Partially furnished,Available,Unfurnished 4-Bedrooms Apartment  on Al Olaya – Satel,2026-07-25T11:30:36.836Z,https://apiv2.satel.sa/property/filter,2026-09-11
C0092,Al Olaya,العليا,Apartments,125000,120.0,2,2,Fully furnished,Available,2BR Furnished Apartment With Office in Al Olaya ,2026-08-24T11:15:04.032Z,https://apiv2.satel.sa/property/filter,2026-09-11
C0093,Al Olaya,العليا,Apartments,120000,120.0,3,3,Fully furnished,Available,3BR With Office Space Near To Kingdome Tower ,2026-08-24T12:16:33.243Z,https://apiv2.satel.sa/property/filter,2026-09-11
C0097,Alyasmin,الياسمين,Apartments,100000,110.0,3,3,Fully furnished,Available,3BR Fully Furnished Apartment in Al Yassmin ,2026-08-30T14:02:27.059Z,https://apiv2.satel.sa/property/filter,2026-09-11
C0100,حي الملز,حي الملز,Apartments,65000,90.0,2,2,Partially furnished,Available,Spacious 3 Beds Apartment in Al Malaz,2026-09-09T12:38:45.811Z,https://apiv2.satel.sa/property/filter,2026-09-11
