property_id,neighborhood_ar,neighborhood_key,property_type,annual_rent_sar,area_sqm,bedrooms,bathrooms,living_rooms,furnished,ac,lift,maid_room,driver_room,pool,created_at,log_annual_rent,price_outlier_iqr,area_flag
6491687,اليرموك,اليرموك,Apartments,27000.0,90.0,1,,,0,0,0,0,0,0,2025-12-03 14:17:50+00:00,10.203592144986466,False,False
6491466,اليرموك,اليرموك,Apartments,24000.0,90.0,1,,,0,0,0,0,0,0,2025-12-03 12:04:58+00:00,10.085809109330082,False,False
6325758,حطين,حطين,Apartments,38000.0,130.0,1,1,1,0,1,1,0,0,0,2025-08-11 11:20:52+00:00,10.545341438708522,False,False
6482118,اشبيليه,اشبيليه,Apartments,28000.0,80.0,1,,,0,0,0,0,0,0,2025-11-26 13:38:37+00:00,10.239959789157341,False,False
6491487,اليرموك,اليرموك,Apartments,22000.0,90.0,1,,,0,0,0,0,0,0,2025-12-03 12:18:56+00:00,9.998797732340453,False,False
6456931,القيروان,القيروان,Apartments,55000.0,138.0,3,3,1,0,1,1,0,0,0,2025-11-06 18:19:05+00:00,10.915088464214607,False,False
6460262,الرمال,الرمال,Apartments,50000.0,143.0,3,3,1,0,0,0,0,0,0,2025-11-09 15:25:35+00:00,10.819778284410283,False,False
6513082,الملك فهد,الملك فهد,Apartments,35000.0,45.0,1,,,0,0,0,0,0,0,2025-12-19 17:07:02+00:00,10.46310334047155,False,False
6485772,الملقا,الملقا,Apartments,75000.0,133.0,4,3,1,1,1,1,0,0,0,2025-11-29 17:29:21+00:00,11.225243392518447,False,False
6517473,اليرموك,اليرموك,Apartments,27000.0,70.0,1,1,1,0,1,0,0,0,0,2025-12-22 20:56:31+00:00,10.203592144986466,False,False
6485817,الملقا,الملقا,Apartments,33000.0,20.0,1,1,0,1,1,0,0,0,0,2025-11-29 17:54:47+00:00,10.404262840448617,False,False
6460829,حطين,حطين,Apartments,27000.0,100.0,1,1,0,0,0,0,0,0,0,2025-11-09 21:21:10+00:00,10.203592144986466,False,False
6514020,القادسيه,القادسيه,Apartments,34000.0,278.0,3,2,1,0,0,0,0,0,0,2025-12-20 15:52:49+00:00,10.4341158035983,False,False
6452414,النرجس,النرجس,Floor,150000.0,209.0,5,4,1,0,1,0,0,0,0,2025-11-03 18:28:48+00:00,11.918390573078392,True,False
6463605,النرجس,النرجس,Apartments,80000.0,105.0,2,2,1,0,1,1,0,0,0,2025-11-11 16:28:07+00:00,11.289781913656018,False,False
6372732,الياسمين,الياسمين,Apartments,130000.0,85.0,3,3,1,0,1,1,0,0,0,2025-09-08 11:35:09+00:00,11.77528972943772,True,False
6498190,المنار,المنار,Apartments,50000.0,162.0,3,2,1,0,1,0,0,0,0,2025-12-08 14:51:05+00:00,10.819778284410283,False,False
6517230,ام الحمام الشرقي,ام الحمام الشرقي,Apartments,30000.0,150.0,1,,,0,0,0,0,0,0,2025-12-22 18:02:53+00:00,10.308952660644293,False,False
6459608,اليرموك,اليرموك,Apartments,46000.0,155.0,3,3,1,0,1,0,0,0,0,2025-11-09 08:52:00+00:00,10.736396675471232,False,False
6519274,الصحافه,الصحافه,Apartments,25000.0,90.0,2,1,0,0,0,0,0,0,0,2025-12-24 09:38:07+00:00,10.126631103850338,False,False
6523370,الملك فيصل,الملك فيصل,Apartments,25000.0,82.0,2,1,1,0,1,0,0,0,0,2025-12-27 17:35:36+00:00,10.126631103850338,False,False
6523157,العارض,العارض,Villas,130000.0,225.0,3,5,2,0,1,0,1,0,0,2025-12-27 15:26:07+00:00,11.77528972943772,False,False
6523331,ظهره لبن,ظهره لبن,Apartments,49990.0,131.0,3,2,1,1,1,1,0,0,0,2025-12-27 17:14:24+00:00,10.819578264407616,False,False
6507909,النهضه,النهضه,Villas,67000.0,780.0,6,,,0,0,0,0,0,0,2025-12-15 15:23:14+00:00,11.112447898373103,False,False
6485110,العقيق,العقيق,Apartments,37000.0,625.0,1,1,0,0,0,0,0,0,0,2025-11-29 09:29:19+00:00,10.51867319162636,False,False
6491856,السعاده,السعاده,Apartments,55000.0,484.0,3,1,0,0,0,0,0,0,0,2025-12-03 15:41:15+00:00,10.915088464214607,False,False
6477385,اشبيليه,اشبيليه,Apartments,35000.0,810.0,3,2,1,0,0,1,0,0,0,2025-11-23 05:07:54+00:00,10.46310334047155,False,False
6496098,قرطبه,قرطبه,Floor,60000.0,600.0,4,3,1,0,0,0,0,0,0,2025-12-07 09:40:40+00:00,11.002099841204238,False,False
6522915,المعكال,المعكال,Apartments,25000.0,204.0,2,2,1,0,0,0,0,0,0,2025-12-27 12:45:15+00:00,10.126631103850338,False,False
6448920,القدس,القدس,Floor,75000.0,523.0,4,3,1,0,1,0,0,0,0,2025-11-01 13:45:18+00:00,11.225243392518447,False,False
6518093,العارض,العارض,Apartments,50000.0,550.0,3,2,1,0,1,0,0,0,0,2025-12-23 12:53:03+00:00,10.819778284410283,False,False
6439838,النرجس,النرجس,Apartments,75000.0,162.0,3,,,0,0,0,0,0,0,2025-10-25 18:40:56+00:00,11.225243392518447,False,False
6509311,النموذجيه,النموذجيه,Apartments,55000.0,204.0,2,1,1,1,1,1,0,0,0,2025-12-16 16:00:58+00:00,10.915088464214607,False,False
6410390,القدس,القدس,Floor,65000.0,546.0,4,5,2,1,1,0,0,0,0,2025-10-04 18:17:21+00:00,11.082142548877775,False,False
6476402,الملز,الملز,Apartments,34000.0,230.0,1,1,1,0,1,0,0,0,0,2025-11-22 09:52:16+00:00,10.4341158035983,False,False
6490969,القادسيه,القادسيه,Villas,120000.0,229.0,5,5,3,0,0,0,0,0,0,2025-12-03 03:37:49+00:00,11.695247021764184,False,False
6478699,اشبيليه,اشبيليه,Apartments,33000.0,390.0,3,1,0,0,0,0,0,0,0,2025-11-24 02:40:32+00:00,10.404262840448617,False,False
6474453,اليرموك,اليرموك,Apartments,32000.0,151.0,3,1,0,0,1,0,0,0,0,2025-11-20 08:06:26+00:00,10.373491181781864,False,False
6479704,المونسيه,المونسيه,Apartments,26400.0,30.0,1,,,0,0,0,0,0,0,2025-11-24 18:17:15+00:00,10.181119289134408,False,False
6474342,اليرموك,اليرموك,Apartments,37500.0,350.0,3,2,1,0,1,0,0,0,0,2025-11-20 06:07:56+00:00,10.532096211958502,False,False
6484577,المونسيه,المونسيه,Apartments,45000.0,132.0,4,2,0,0,0,0,0,0,0,2025-11-28 15:40:30+00:00,10.714417768752456,False,False
6490480,الاندلس,الاندلس,Floor,70000.0,780.0,5,4,1,0,0,0,0,0,0,2025-12-02 17:14:50+00:00,11.156250521031495,False,False
6520319,الياسمين,الياسمين,Apartments,14000.0,910.0,1,1,0,0,1,0,0,0,0,2025-12-24 20:59:55+00:00,9.546812608597396,False,False
6522616,ظهره لبن,ظهره لبن,Apartments,36000.0,120.0,1,1,1,1,1,1,0,0,0,2025-12-27 00:18:18+00:00,10.491274217438248,False,False
6484848,المروج,المروج,Apartments,70000.0,1026.0,3,2,1,0,1,1,0,0,0,2025-11-28 20:24:53+00:00,11.156250521031495,False,True
6489317,الرحمانيه,الرحمانيه,Floor,150000.0,189.0,4,3,1,0,1,0,0,0,0,2025-12-01 22:58:45+00:00,11.918390573078392,True,False
6483923,الجنادريه,الجنادريه,Villas,105000.0,369.0,3,3,1,0,0,0,0,0,0,2025-11-27 19:03:46+00:00,11.56171562913966,False,False
6505079,الرمال,الرمال,Apartments,55000.0,120.0,3,3,1,0,1,1,0,0,0,2025-12-13 15:56:32+00:00,10.915088464214607,False,False
6520359,الاندلس,الاندلس,Apartments,65000.0,130.0,3,3,1,0,1,1,0,0,0,2025-12-24 21:47:01+00:00,11.082142548877775,False,False
6310608,النفل,النفل,Apartments,40000.0,150.0,1,1,0,0,1,1,0,0,0,2025-07-31 20:26:20+00:00,10.596634733096073,False,False
6521966,الياسمين,الياسمين,Apartments,25000.0,30.0,1,,,0,0,0,0,0,0,2025-12-26 11:15:25+00:00,10.126631103850338,False,False
6446180,الياسمين,الياسمين,Apartments,29000.0,100.0,1,1,0,0,1,1,0,0,0,2025-10-29 21:19:51+00:00,10.275051108968611,False,False
6469423,ضاحيه نمار,ضاحيه نمار,Apartments,33900.0,253.0,1,1,1,1,1,0,0,0,0,2025-11-16 15:19:45+00:00,10.431170293368542,False,False
6441373,الوادي,الوادي,Apartments,27000.0,100.0,1,,,0,0,0,0,0,0,2025-10-26 18:12:36+00:00,10.203592144986466,False,False
6469858,التعاون,التعاون,Apartments,31000.0,122.0,1,,,0,0,0,0,0,0,2025-11-16 19:46:24+00:00,10.341742483467284,False,False
6521442,العارض,العارض,Floor,99000.0,203.0,4,5,1,0,1,0,0,0,0,2025-12-25 17:07:09+00:00,11.502875129116727,False,False
6336700,الملقا,الملقا,Apartments,36000.0,70.0,1,1,1,0,1,1,0,0,0,2025-08-17 17:18:42+00:00,10.491274217438248,False,False
6460584,النرجس,النرجس,Floor,80000.0,77.0,2,2,0,0,0,0,0,0,0,2025-11-09 18:06:13+00:00,11.289781913656018,False,False
6491506,اليرموك,اليرموك,Apartments,27000.0,90.0,1,,,0,0,0,0,0,0,2025-12-03 12:30:53+00:00,10.203592144986466,False,False
6506717,عرقه,عرقه,Apartments,85000.0,107.0,2,,,0,0,0,0,0,0,2025-12-14 18:01:12+00:00,11.350406535472453,False,False
6505784,النرجس,النرجس,Apartments,54000.0,1268.0,3,2,1,0,1,1,0,0,0,2025-12-14 08:15:43+00:00,10.896739325546411,False,True
6508672,التعاون,التعاون,Apartments,35000.0,875.0,1,1,0,0,1,1,0,0,0,2025-12-16 08:20:17+00:00,10.46310334047155,False,False
6520897,النرجس,النرجس,Apartments,38000.0,40.0,2,,,0,0,0,0,0,0,2025-12-25 11:31:39+00:00,10.545341438708522,False,False
6510484,الرحمانيه,الرحمانيه,Apartments,185000.0,231.0,2,3,1,1,1,1,0,0,1,2025-12-17 13:33:19+00:00,12.128111104060462,True,False
6510443,الرحمانيه,الرحمانيه,Apartments,330000.0,116.0,2,4,2,0,1,1,0,0,1,2025-12-17 13:06:58+00:00,12.706847933442663,True,False
6509414,الجنادريه,الجنادريه,Villas,100000.0,380.0,4,5,4,0,1,0,0,0,0,2025-12-16 16:52:38+00:00,11.512925464970229,False,False
6508830,النرجس,النرجس,Apartments,95000.0,101.0,3,3,1,1,1,0,0,0,0,2025-12-16 11:04:36+00:00,11.461632170582678,False,False
6508820,العقيق,العقيق,Apartments,90000.0,89.0,2,3,1,1,1,0,0,0,0,2025-12-16 10:59:04+00:00,11.407564949312402,False,False
6511940,الملقا,الملقا,Apartments,113000.0,132.0,3,3,1,1,1,1,0,0,1,2025-12-18 13:19:40+00:00,11.635143097694478,False,False
6512036,الوادي,الوادي,Villas,265000.0,910.0,4,6,2,1,1,0,1,0,0,2025-12-18 14:13:30+00:00,12.487485104968359,True,False
6506846,ظهره لبن,ظهره لبن,Apartments,59995.0,157.0,4,3,1,0,1,1,0,0,0,2025-12-14 19:19:32+00:00,11.002016504398489,False,False
6509324,اليرموك,اليرموك,Apartments,26000.0,50.0,1,1,0,1,1,0,0,0,0,2025-12-16 16:07:39+00:00,10.165851817003619,False,False
6405378,العارض,العارض,Apartments,80000.0,105.0,3,,,0,0,0,0,0,0,2025-09-30 17:35:23+00:00,11.289781913656018,False,False
6490910,العليا,العليا,Apartments,46000.0,60.0,1,1,1,0,1,0,0,0,0,2025-12-02 23:37:53+00:00,10.736396675471232,False,False
6501191,الياسمين,الياسمين,Apartments,105000.0,124.0,3,4,,1,1,1,0,0,0,2025-12-10 12:22:22+00:00,11.56171562913966,False,False
6501119,العارض,العارض,Apartments,75000.0,144.0,3,2,1,0,1,1,0,0,0,2025-12-10 11:22:04+00:00,11.225243392518447,False,False
6495408,الجنادريه,الجنادريه,Villas,80000.0,377.0,,7,3,0,0,0,0,0,0,2025-12-06 17:09:20+00:00,11.289781913656018,False,False
6292965,حطين,حطين,Apartments,27000.0,30.0,1,,,0,0,0,0,0,0,2025-07-19 13:00:27+00:00,10.203592144986466,False,False
6485078,العارض,العارض,Apartments,75000.0,113.0,3,3,1,0,0,0,0,0,0,2025-11-29 08:08:04+00:00,11.225243392518447,False,False
6437721,النرجس,النرجس,Apartments,100000.0,118.0,3,1,0,0,0,0,0,0,0,2025-10-23 19:16:40+00:00,11.512925464970229,False,False
6432800,النرجس,النرجس,Apartments,75000.0,367.0,3,2,1,0,0,0,0,0,0,2025-10-20 18:58:27+00:00,11.225243392518447,False,False
6493424,بنبان,بنبان,Apartments,70000.0,102.0,3,,,0,0,0,0,0,0,2025-12-04 17:27:45+00:00,11.156250521031495,False,False
6509061,الوادي,الوادي,Apartments,70000.0,345.0,4,2,2,0,1,0,0,0,0,2025-12-16 13:44:36+00:00,11.156250521031495,False,False
6519469,الياسمين,الياسمين,Floor,115000.0,118.0,3,,,0,0,0,0,0,0,2025-12-24 11:56:17+00:00,11.652687407345388,False,False
6519800,الياسمين,الياسمين,Floor,49000.0,375.0,3,,,0,0,0,0,0,0,2025-12-24 15:21:04+00:00,10.799575577092764,False,False
6494457,الملقا,الملقا,Apartments,100000.0,102.0,3,,,0,0,0,0,0,0,2025-12-05 20:58:29+00:00,11.512925464970229,False,False
6519714,السليمانيه,السليمانيه,Apartments,85000.0,175.0,3,3,2,0,1,0,0,0,0,2025-12-24 14:50:57+00:00,11.350406535472453,False,False
6485781,العارض,العارض,Apartments,70000.0,143.0,4,,,0,0,0,0,0,0,2025-11-29 17:34:03+00:00,11.156250521031495,False,False
6517640,الازدهار,الازدهار,Apartments,27000.0,50.0,1,1,0,0,1,1,0,0,0,2025-12-23 05:12:14+00:00,10.203592144986466,False,False
6495592,الياسمين,الياسمين,Apartments,65000.0,145.0,3,,,0,0,0,0,0,0,2025-12-06 19:12:00+00:00,11.082142548877775,False,False
6511666,غرناطه,غرناطه,Apartments,68000.0,450.0,3,3,1,1,0,0,0,0,0,2025-12-18 10:03:44+00:00,11.127262984158243,False,False
6455364,الياسمين,الياسمين,Apartments,65000.0,409.0,3,3,2,0,1,1,0,0,0,2025-11-05 16:45:50+00:00,11.082142548877775,False,False
6329211,العارض,العارض,Villas,110000.0,194.0,4,5,1,0,1,0,1,0,0,2025-08-13 10:02:07+00:00,11.608235644774552,False,False
6504083,النرجس,النرجس,Apartments,70000.0,157.0,3,3,1,0,1,1,0,0,0,2025-12-12 17:47:49+00:00,11.156250521031495,False,False
6506333,النموذجيه,النموذجيه,Apartments,55000.0,204.0,2,1,1,0,0,0,0,0,0,2025-12-14 14:49:31+00:00,10.915088464214607,False,False
6457203,المغرزات,المغرزات,Apartments,42000.0,100.0,1,1,1,0,0,0,0,0,0,2025-11-06 23:59:08+00:00,10.645424897265505,False,False
6457206,المغرزات,المغرزات,Apartments,40000.0,100.0,1,1,1,0,0,0,0,0,0,2025-11-07 00:05:21+00:00,10.596634733096073,False,False
6423558,الياسمين,الياسمين,Apartments,42000.0,100.0,1,1,1,0,0,0,0,0,0,2025-10-14 11:19:01+00:00,10.645424897265505,False,False
6441032,التعاون,التعاون,Apartments,38000.0,180.0,1,1,1,0,0,0,0,0,0,2025-10-26 15:20:46+00:00,10.545341438708522,False,False
6438383,القيروان,القيروان,Apartments,63000.0,100.0,2,2,1,0,0,0,0,0,0,2025-10-24 15:28:46+00:00,11.05089000537367,False,False
6475434,المغرزات,المغرزات,Apartments,42000.0,105.0,1,1,1,0,0,0,0,0,0,2025-11-20 20:52:29+00:00,10.645424897265505,False,False
6475464,الوادي,الوادي,Apartments,34000.0,100.0,1,1,1,0,0,0,0,0,0,2025-11-20 21:52:02+00:00,10.4341158035983,False,False
6473415,الملقا,الملقا,Apartments,36000.0,100.0,1,1,1,0,1,1,0,0,0,2025-11-19 13:13:14+00:00,10.491274217438248,False,False
6313371,الديره,الديره,Apartments,28000.0,120.0,2,2,1,0,0,0,0,0,0,2025-08-03 10:32:56+00:00,10.239959789157341,False,False
6293256,القادسيه,القادسيه,Apartments,33000.0,405.0,3,,,0,0,0,0,0,0,2025-07-19 15:58:26+00:00,10.404262840448617,False,False
6444998,حطين,حطين,Apartments,44000.0,110.0,1,1,1,0,1,1,0,0,0,2025-10-29 07:56:38+00:00,10.691944912900398,False,False
6499258,الملقا,الملقا,Apartments,51000.0,100.0,2,1,1,0,1,1,0,0,0,2025-12-09 06:15:13+00:00,10.839580911706463,False,False
6499313,الملقا,الملقا,Apartments,36000.0,100.0,1,1,1,0,1,1,0,0,0,2025-12-09 07:13:31+00:00,10.491274217438248,False,False
6288579,الوادي,الوادي,Apartments,30000.0,100.0,1,1,0,0,0,1,0,0,0,2025-07-16 00:53:28+00:00,10.308952660644293,False,False
6460672,الملقا,الملقا,Apartments,38000.0,100.0,1,1,1,0,1,1,0,0,0,2025-11-09 19:11:25+00:00,10.545341438708522,False,False
6515828,النرجس,النرجس,Apartments,75000.0,525.0,3,,,0,0,0,0,0,0,2025-12-21 19:54:56+00:00,11.225243392518447,False,False
6437288,العقيق,العقيق,Floor,75000.0,171.0,4,2,1,0,1,0,0,0,0,2025-10-23 15:33:51+00:00,11.225243392518447,False,False
6515733,ظهره نمار,ظهره نمار,Floor,45000.0,450.0,5,,,0,0,0,0,0,0,2025-12-21 18:38:20+00:00,10.714417768752456,False,False
6498851,حطين,حطين,Apartments,130000.0,187.0,4,4,2,0,1,1,0,0,0,2025-12-08 19:58:57+00:00,11.77528972943772,True,False
6498399,النفل,النفل,Apartments,32000.0,100.0,1,,,0,0,0,0,0,0,2025-12-08 16:14:45+00:00,10.373491181781864,False,False
6450131,النزهه,النزهه,Apartments,35500.0,150.0,1,1,1,0,1,0,0,0,0,2025-11-02 11:10:03+00:00,10.477287975463508,False,False
6510976,الرمال,الرمال,Apartments,36000.0,65.0,3,,,0,0,0,0,0,0,2025-12-17 18:05:34+00:00,10.491274217438248,False,False
6375002,المرسلات,المرسلات,Apartments,37000.0,375.0,1,1,1,0,1,0,0,0,0,2025-09-09 22:19:56+00:00,10.51867319162636,False,False
6514061,الاندلس,الاندلس,Apartments,28000.0,50.0,1,,,0,0,0,0,0,0,2025-12-20 16:15:55+00:00,10.239959789157341,False,False
6476805,النرجس,النرجس,Apartments,65000.0,103.0,2,3,1,0,1,1,0,0,0,2025-11-22 15:15:16+00:00,11.082142548877775,False,False
6421469,جرير,جرير,Apartments,45000.0,713.0,3,1,1,0,1,0,0,0,0,2025-10-13 06:30:50+00:00,10.714417768752456,False,False
6339977,العقيق,العقيق,Apartments,26000.0,30.0,1,1,0,0,1,0,0,0,0,2025-08-19 13:34:01+00:00,10.165851817003619,False,False
6509361,المروج,المروج,Villas,130000.0,560.0,6,5,2,0,0,0,1,1,0,2025-12-16 16:27:07+00:00,11.77528972943772,False,False
6283408,اليرموك,اليرموك,Apartments,22000.0,55.0,1,1,0,1,1,0,0,0,0,2025-07-12 19:45:46+00:00,9.998797732340453,False,False
6487409,الملقا,الملقا,Apartments,45000.0,200.0,2,1,1,0,1,1,0,0,0,2025-11-30 18:57:48+00:00,10.714417768752456,False,False
6446183,الياسمين,الياسمين,Apartments,38000.0,100.0,1,1,1,0,1,1,0,0,0,2025-10-29 21:23:39+00:00,10.545341438708522,False,False
6469829,المحمديه,المحمديه,Apartments,48000.0,100.0,1,1,1,0,1,0,0,0,0,2025-11-16 19:20:41+00:00,10.778956289890028,False,False
6512499,العارض,العارض,Apartments,90000.0,138.0,3,3,1,1,1,1,0,0,0,2025-12-18 20:01:14+00:00,11.407564949312402,False,False
6490494,القادسيه,القادسيه,Apartments,80000.0,121.0,5,,,0,0,0,0,0,0,2025-12-02 17:22:46+00:00,11.289781913656018,False,False
6501168,عرقه,عرقه,Villas,180000.0,200.0,5,5,4,0,1,0,1,0,0,2025-12-10 11:57:50+00:00,12.100712129872347,False,False
6511796,النرجس,النرجس,Floor,59000.0,270.0,4,3,1,0,1,0,0,0,0,2025-12-18 11:38:49+00:00,10.985292722887856,False,False
6484762,النرجس,النرجس,Villas,200000.0,437.0,7,5,2,0,1,1,1,1,0,2025-11-28 18:16:08+00:00,12.206072645530174,False,False
6511711,القيروان,القيروان,Apartments,56000.0,80.0,1,1,0,0,0,0,0,0,0,2025-12-18 10:45:36+00:00,10.933106969717286,False,False
6505709,النسيم الشرقي,النسيم الشرقي,Apartments,42000.0,384.0,5,3,1,0,0,0,0,0,0,2025-12-14 06:30:25+00:00,10.645424897265505,False,False
6461772,جرير,جرير,Apartments,37000.0,479.0,2,,,0,0,0,0,0,0,2025-11-10 14:31:02+00:00,10.51867319162636,False,False
6460315,القدس,القدس,Apartments,85000.0,144.0,3,,,0,0,0,0,0,0,2025-11-09 15:46:47+00:00,11.350406535472453,False,False
6440632,التعاون,التعاون,Apartments,29000.0,122.0,1,1,0,0,0,0,0,0,0,2025-10-26 11:54:06+00:00,10.275051108968611,False,False
6502919,العليا,العليا,Apartments,55000.0,204.0,2,1,1,0,1,0,0,0,0,2025-12-11 14:13:02+00:00,10.915088464214607,False,False
6492772,الملقا,الملقا,Apartments,70000.0,138.0,3,3,1,0,1,1,0,0,0,2025-12-04 09:46:35+00:00,11.156250521031495,False,False
6433771,طويق,طويق,Apartments,39000.0,171.0,5,4,0,0,0,0,0,0,0,2025-10-21 12:44:21+00:00,10.571316925111784,False,False
6506700,المروج,المروج,Apartments,80000.0,1026.0,3,2,1,0,1,1,0,0,0,2025-12-14 17:52:12+00:00,11.289781913656018,False,True
6494872,اليرموك,اليرموك,Apartments,28000.0,35.0,1,1,1,0,1,1,0,0,0,2025-12-06 11:48:54+00:00,10.239959789157341,False,False
6507485,النرجس,النرجس,Apartments,76000.0,165.0,3,,,0,0,0,0,0,0,2025-12-15 10:51:28+00:00,11.238488619268468,False,False
6502331,العريجاء الوسطي,العريجاء الوسطي,Apartments,22000.0,400.0,3,2,1,0,0,0,0,0,0,2025-12-11 06:29:52+00:00,9.998797732340453,False,False
6384723,العقيق,العقيق,Apartments,56000.0,100.0,2,2,1,0,1,0,0,0,0,2025-09-16 12:09:52+00:00,10.933106969717286,False,False
6463201,الازدهار,الازدهار,Apartments,27000.0,100.0,1,1,0,0,1,0,0,0,0,2025-11-11 13:06:28+00:00,10.203592144986466,False,False
6463259,الازدهار,الازدهار,Apartments,34000.0,100.0,1,1,0,0,1,0,0,0,0,2025-11-11 13:32:40+00:00,10.4341158035983,False,False
6431913,النفل,النفل,Apartments,39000.0,100.0,1,1,1,0,1,0,0,0,0,2025-10-20 11:14:10+00:00,10.571316925111784,False,False
6430432,الفلاح,الفلاح,Apartments,38000.0,100.0,1,1,1,0,1,1,0,0,0,2025-10-19 13:16:17+00:00,10.545341438708522,False,False
6506276,النموذجيه,النموذجيه,Apartments,40000.0,204.0,1,1,1,1,1,1,0,0,0,2025-12-14 14:12:05+00:00,10.596634733096073,False,False
6505998,النفل,النفل,Floor,75000.0,550.0,3,,,0,0,0,0,0,0,2025-12-14 11:30:49+00:00,11.225243392518447,False,False
6414930,النرجس,النرجس,Apartments,70000.0,462.0,3,,1,0,0,0,0,0,0,2025-10-08 08:47:03+00:00,11.156250521031495,False,False
6504910,السليمانيه,السليمانيه,Apartments,58000.0,204.0,2,1,1,0,0,0,0,0,0,2025-12-13 14:34:26+00:00,10.968198289528557,False,False
6400836,المونسيه,المونسيه,Apartments,45000.0,324.0,3,2,1,0,0,0,0,0,0,2025-09-28 01:09:23+00:00,10.714417768752456,False,False
6499798,السويدي,السويدي,Apartments,35000.0,204.0,3,3,1,0,0,0,0,0,0,2025-12-09 13:17:37+00:00,10.46310334047155,False,False
6410785,الريان,الريان,Floor,120000.0,201.0,4,,,0,0,0,0,0,0,2025-10-05 01:59:17+00:00,11.695247021764184,False,False
6420372,مطار الملك خالد الدولي,مطار الملك خالد الدولي,Villas,65000.0,302.0,4,2,1,0,0,0,0,0,0,2025-10-12 13:56:58+00:00,11.082142548877775,False,False
6450891,بنبان,بنبان,Villas,78000.0,625.0,,4,4,1,0,0,0,0,0,2025-11-02 18:13:49+00:00,11.26446410567173,False,False
6474689,العليا,العليا,Apartments,96000.0,200.0,3,3,1,1,1,0,0,0,0,2025-11-20 11:14:08+00:00,11.472103470449973,False,False
6502671,الصحافه,الصحافه,Floor,70000.0,806.0,4,,,0,0,0,0,0,0,2025-12-11 11:56:27+00:00,11.156250521031495,False,False
6468908,الخليج,الخليج,Apartments,21000.0,60.0,1,,,0,0,0,0,0,0,2025-11-16 10:14:50+00:00,9.95227771670556,False,False
6499997,بدر,بدر,Apartments,20000.0,62.0,1,,,0,0,0,0,0,0,2025-12-09 15:04:08+00:00,9.903487552536127,False,False
6497257,الياسمين,الياسمين,Apartments,23000.0,80.0,1,1,0,0,0,0,0,0,0,2025-12-07 22:22:04+00:00,10.043249494911286,False,False
6450438,القدس,القدس,Apartments,23000.0,100.0,1,1,0,0,1,0,0,0,0,2025-11-02 14:16:49+00:00,10.043249494911286,False,False
6496672,العارض,العارض,Apartments,75000.0,140.0,3,2,1,1,0,0,0,0,0,2025-12-07 15:40:30+00:00,11.225243392518447,False,False
6431004,قرطبه,قرطبه,Apartments,90000.0,144.0,3,3,1,1,1,1,0,0,0,2025-10-19 17:38:42+00:00,11.407564949312402,False,False
6401489,قرطبه,قرطبه,Apartments,80000.0,105.0,2,3,1,0,1,0,0,0,0,2025-09-28 13:58:59+00:00,11.289781913656018,False,False
6496371,ظهره لبن,ظهره لبن,Floor,80000.0,750.0,5,2,1,0,1,0,0,0,0,2025-12-07 13:13:36+00:00,11.289781913656018,False,False
6464596,ظهره لبن,ظهره لبن,Apartments,41000.0,131.0,3,3,1,0,0,1,0,0,0,2025-11-12 12:51:28+00:00,10.621327345686446,False,False
6419234,النرجس,النرجس,Apartments,70000.0,144.0,5,,,0,0,0,0,0,0,2025-10-11 17:58:07+00:00,11.156250521031495,False,False
6437938,النرجس,النرجس,Apartments,90000.0,176.0,3,3,1,0,1,1,0,0,0,2025-10-24 00:21:55+00:00,11.407564949312402,False,False
6438159,المروج,المروج,Apartments,70000.0,140.0,3,2,1,0,1,1,0,0,0,2025-10-24 11:55:26+00:00,11.156250521031495,False,False
6493087,الملقا,الملقا,Apartments,28000.0,40.0,1,1,0,0,0,0,0,0,0,2025-12-04 13:57:06+00:00,10.239959789157341,False,False
6403189,العارض,العارض,Apartments,70000.0,107.0,3,,,0,0,0,0,0,0,2025-09-29 14:53:26+00:00,11.156250521031495,False,False
6493509,ظهره لبن,ظهره لبن,Apartments,24000.0,62.0,1,,,0,0,0,0,0,0,2025-12-04 18:29:02+00:00,10.085809109330082,False,False
6473138,الملقا,الملقا,Apartments,60000.0,2428.0,1,2,1,0,1,1,0,0,0,2025-11-19 09:50:45+00:00,11.002099841204238,False,True
6473117,الملقا,الملقا,Apartments,28000.0,2428.0,1,1,0,0,1,1,0,0,0,2025-11-19 09:34:23+00:00,10.239959789157341,False,True
6482477,العارض,العارض,Apartments,45000.0,437.0,4,,,0,0,0,0,0,0,2025-11-26 16:47:23+00:00,10.714417768752456,False,False
6393562,العقيق,العقيق,Apartments,36000.0,40.0,1,1,1,0,1,0,0,0,0,2025-09-22 11:51:45+00:00,10.491274217438248,False,False
6492349,النرجس,النرجس,Apartments,55000.0,130.0,4,,,0,0,0,0,0,0,2025-12-03 20:59:26+00:00,10.915088464214607,False,False
6323427,السليمانيه,السليمانيه,Apartments,22000.0,40.0,1,1,0,0,1,0,0,0,0,2025-08-09 21:06:01+00:00,9.998797732340453,False,False
6489550,الياسمين,الياسمين,Apartments,55000.0,1200.0,2,3,1,0,1,1,0,0,0,2025-12-02 08:28:05+00:00,10.915088464214607,False,True
6447103,النرجس,النرجس,Apartments,120000.0,179.0,5,5,1,0,1,1,0,0,0,2025-10-30 15:35:55+00:00,11.695247021764184,True,False
6456897,المروج,المروج,Floor,85000.0,425.0,5,4,1,0,1,0,0,0,0,2025-11-06 17:53:58+00:00,11.350406535472453,False,False
